Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"Rapamycin","3","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma",".51072034632284069",".98261827703073057",".10000000000000001",".031252368543370428","1.3803639570810049","GDSC1"
"Rapamycin","3","NCI-H1355","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","-7.9663418080442145",".15879530030185451",".10000000000000001",".25737545769898945","-2.851637644140244","GDSC1"
"Rapamycin","3","LXF-289","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.9435098676554734",".90389638685351303",".10000000000000001",".21139709265937734",".15513922636799848","GDSC1"
"Rapamycin","3","NCI-H23","905942","LUAD","lung","lung_NSCLC_adenocarcinoma",".085666220969673385",".98713924933083219",".10000000000000001",".02618185024296606","1.1681642932890375","GDSC1"
"Rapamycin","3","NCI-H322M","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","-1.477016073086824",".88391305122168307",".10000000000000001",".14297302562440004",".38802680577040588","GDSC1"
"Rapamycin","3","EKVX","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.7978544150475364",".74450488161302886",".10000000000000001",".25471043179787278","-.2713749865418647","GDSC1"
"Rapamycin","3","LC-2-ad","907786","LUAD","lung","lung_NSCLC_adenocarcinoma","-7.3869240698159073",".17230541729705684",".10000000000000001",".28817857573261391","-2.5623750728265526","GDSC1"
"Rapamycin","3","NCI-H1666","908473","LUAD","lung","lung_NSCLC_adenocarcinoma",".21217666025189008",".97592980856221212",".10000000000000001",".090894967072209149","1.2313220679831547","GDSC1"
"Rapamycin","3","NCI-H1975","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","-2.9746391540316055",".78404993344902874",".10000000000000001",".22518162261002053","-.35963118719584264","GDSC1"
"Sunitinib","5","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","2.4464523324905856",".87814697842042255","8",".095121174190201663","-.0019141839824827886","GDSC1"
"Sunitinib","5","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","3.8161427423120973",".95589383015755858","8",".032062805326430736",".82621159227611196","GDSC1"
"Sunitinib","5","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","5.0941630081494065",".9717738560619924","8",".023243573978853856","1.5989128663243513","GDSC1"
"Sunitinib","5","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","4.5186650523049101",".97634833182939618","8",".027758047339650673","1.250962199515592","GDSC1"
"Sunitinib","5","NCI-H1355","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","2.140032361012548",".8363218797609544","8",".10511722601459129","-.18717814941716357","GDSC1"
"Sunitinib","5","LXF-289","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","1.1447385721464121",".7726017520972841","8",".098935571232062397","-.78894073430489331","GDSC1"
"Sunitinib","5","NCI-H23","905942","LUAD","lung","lung_NSCLC_adenocarcinoma","3.0394961015948816",".9479462649363426","8",".021940366345207338",".35664482185067958","GDSC1"
"Sunitinib","5","NCI-H322M","905967","LUAD","lung","lung_NSCLC_adenocarcinoma","4.11193007755592",".94224520296027725","8",".020414051058049512","1.0050469808061169","GDSC1"
"Sunitinib","5","EKVX","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","6.3331411237250297",".9711403135176262","8",".048687257621161342","2.3480089440739054","GDSC1"
"Sunitinib","5","HOP-62","905972","LUAD","lung","lung_NSCLC_adenocarcinoma","1.5003825656267678",".81331574654329386","8",".064427836760740126","-.57391553148478625","GDSC1"
"Sunitinib","5","LC-2-ad","907786","LUAD","lung","lung_NSCLC_adenocarcinoma",".025641474537184093",".61252754115255748","8",".11237351017577332","-1.4655557898101372","GDSC1"
"Sunitinib","5","NCI-H1666","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","4.903665211792382",".98121389430839723","8",".021782082681193984","1.4837363750877146","GDSC1"
"Sunitinib","5","NCI-H1975","924244","LUAD","lung","lung_NSCLC_adenocarcinoma","1.7056040939083665",".81584388503710681","8",".052258160619747189","-.44983695416940533","GDSC1"
"PHA-665752","6","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","3.313630780222923",".97511247177712113","2",".087900776189645022",".64381676578651859","GDSC1"
"PHA-665752","6","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","3.0887061900707353",".97356153900514042","2",".069662774875488429",".39238987320535451","GDSC1"
"PHA-665752","6","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","4.1977995827786732",".97968797497302229","2",".031717900133880671","1.6321649690371576","GDSC1"
"PHA-665752","6","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","3.514034690680774",".98272724219797558","2",".077491537604268773",".86783376825582936","GDSC1"
